sourceID,targetID,edgeType
205192,1132968,type4
205192,578337,type4
205196,1130568,type1
205196,950986,type2
205196,1130586,type2
205196,815096,type3
205196,628766,type4
205196,1112929,type4
205196,628764,type4
205196,628751,type4
206371,69296,type3
206524,48075,type2
208345,1114777,type2
208345,55801,type4
210309,1111978,type4
210871,38205,type1
210871,595157,type2
210871,35,type3
210871,1129629,type3
210871,273152,type3
210871,59715,type3
210871,198653,type3
210871,1128151,type4
210871,81714,type4
210871,1117476,type4
210871,575077,type4
210871,887,type4
210871,568857,type4
210872,210871,type1
210872,606479,type3
210872,593260,type3
210872,1129610,type3
210872,273152,type3
210872,35,type4
212097,1112071,type1
212107,1112071,type2
213246,1122642,type3
213246,34263,type3
213279,197783,type4
215912,31932,type4
216877,334153,type4
216877,1117618,type4
216878,334153,type2
216878,711527,type4
216878,1117618,type4
217115,1112319,type4
217139,154134,type2
217984,1112369,type4
218410,1152663,type1
218410,134128,type3
218682,22874,type2
219218,1112417,type3
219239,12247,type3
219239,157761,type4
219446,1112426,type1
219446,1127812,type3
219446,567018,type4
219446,249421,type4
219976,1116410,type4
220420,1128227,type4
221302,1153891,type3
226698,1112767,type2
226698,1122304,type4
227178,1114502,type3
227178,1128946,type3
227178,96847,type3
227178,593240,type3
227178,1128985,type4
227286,1115790,type3
228990,228992,type3
230300,118260,type4
230879,696342,type1
230879,1140230,type2
230879,696345,type2
230879,2658,type2
230879,751408,type2
230879,1132948,type3
230879,696346,type3
230879,230884,type3
230879,578309,type3
230879,696343,type3
230879,851968,type4
230879,1132486,type4
230879,99030,type4
230879,1133428,type4
230879,205192,type4
230879,236759,type4
230879,578337,type4
230879,1130808,type4
230884,751408,type1
230884,1132486,type1
230884,1131607,type3
230884,1135899,type4
231198,1153922,type2
231198,144408,type3
231198,1153195,type3
231249,1125492,type1
231249,1127913,type1
232605,25413,type4
232606,25413,type2
232606,1132809,type3
232606,232605,type4
232860,1113084,type1
233106,12275,type1
233106,630890,type3
235678,689439,type3
235678,235679,type4
235678,235670,type4
235679,235670,type3
235679,57773,type3
235679,235678,type3
235679,1154524,type4
235679,689439,type4
235683,235678,type2
235683,1154524,type3
235683,235670,type3
235683,235679,type4
235683,57773,type4
237489,1120059,type1
237489,2665,type2
237521,2665,type4
238099,1127851,type4
238401,1125386,type4
239800,95718,type3
239810,359067,type1
240321,1132434,type1
240321,447250,type1
240321,1154124,type2
240321,69392,type2
240321,675847,type3
240321,675649,type3
240321,428610,type4
240321,1136397,type4
240321,1154123,type4
240321,1132459,type4
240791,503871,type2
240791,650834,type3
240791,45605,type3
240791,1113438,type4
241133,1113459,type2
241821,1152711,type2
241821,159085,type4
242637,1113541,type1
243483,459214,type2
245288,1122460,type4
246618,1113742,type1
246618,116553,type2
248395,58552,type3
248395,1113828,type3
248425,1121398,type2
248425,592975,type2
248425,594387,type3
248425,1113831,type4
248431,1113831,type4
248823,682666,type1
249421,567018,type3
249421,1127812,type4
249858,111866,type1
250566,1113926,type2
251756,1102550,type3
251756,195792,type4
252715,601561,type2
253762,23116,type3
253971,1129621,type2
254923,444240,type2
254923,108047,type3
255233,33303,type3
255628,120084,type2
255628,1135589,type3
255628,1140543,type4
256106,1114192,type2
258259,168958,type3
259701,1114331,type4
259702,1131116,type3
259702,1114331,type4
259772,1114336,type4
260121,1114352,type4
260979,1114388,type4
261040,1117184,type2
261040,110164,type4
262108,1114442,type3
262121,1114442,type3
262178,1138968,type2
262178,85449,type2
262178,1114442,type2
263069,1131116,type3
263069,148341,type4
263279,1114502,type4
263482,263486,type4
263482,1114512,type4
263482,1118302,type4
263486,1114512,type4
263498,1153860,type2
263498,1152761,type3
263553,662416,type3
263553,6910,type4
263553,1117219,type4
264347,1153183,type1
264556,120084,type2
264556,289085,type2
264556,335042,type4
265203,86359,type3
267003,75121,type3
267824,69198,type2
267824,1153195,type3
270456,63549,type4
270456,203646,type4
270600,1114838,type2
270600,1153003,type4
272720,192850,type3
273152,210871,type1
273949,1114992,type2
278394,851968,type3
278394,627024,type4
278403,627024,type2
280876,1115291,type4
282700,1115375,type4
284023,119761,type4
284023,1152959,type4
284023,346292,type4
284023,1152958,type4
284025,949217,type3
284025,119761,type4
284414,1115456,type4
285687,285675,type4
286513,177993,type2
286513,1131557,type3
287787,415693,type1
287787,503883,type2
287787,1123756,type3
287787,1130847,type3
287787,634902,type3
287787,634975,type3
287787,634938,type4
287787,634904,type4
287787,647447,type4
287787,1130856,type4
288107,1123215,type2
289085,689152,type4
289088,689152,type2
289779,801170,type3
289779,289780,type4
289780,1153784,type3
289780,1128453,type4
289780,801170,type4
289781,801170,type2
289781,1128453,type3
289781,289780,type3
289781,1153784,type3
289885,20924,type4
289885,1115701,type4
289945,48550,type4
292277,578845,type3
293271,293285,type3
293974,1125469,type1
294030,20924,type1
294126,649944,type4
300806,1133010,type3
300806,29723,type3
300806,6818,type4
300806,396412,type4
302545,1152858,type3
307015,39474,type1
307015,1131198,type3
307015,643199,type3
307015,335733,type4
307336,708945,type1
307336,285675,type3
307656,270085,type2
307656,1131360,type2
310530,38839,type4
310653,159897,type4
314459,1121603,type4
315789,1138027,type1
315789,1139195,type2
318071,1153014,type4
318187,1116922,type3
321004,1117049,type4
321861,1117089,type3
325314,1122704,type3
330148,184918,type3
330148,23502,type4
330208,469504,type2
330208,99025,type4
334153,1117618,type4
335042,1117653,type3
335042,289085,type3
335733,643199,type1
337766,110162,type4
340078,949217,type3
340078,928873,type3
340299,74427,type3
341188,1117942,type3
341188,682666,type4
342802,2695,type4
346243,521251,type4
346292,1152958,type3
346292,284023,type3
348305,193352,type2
350319,193932,type4
354004,1118546,type4
358866,358894,type2
358866,79809,type3
358884,358894,type4
358887,79809,type3
358887,358894,type4
360028,1118823,type4
365294,7430,type3
367312,1119211,type3
367312,746058,type4
368431,30901,type3
368605,1153003,type4
368657,400455,type4
370366,1140040,type2
370366,928873,type3
370366,641956,type4
375605,1119505,type3
375825,1119623,type2
376704,1119654,type3
377303,1129572,type1
379288,67633,type4
380341,60560,type2
384428,1120019,type4
385067,272345,type4
385572,1120084,type4
387795,128540,type4
389715,107251,type2
389715,107252,type3
390693,1131639,type4
395540,1130676,type2
395553,395547,type3
395553,684972,type4
395725,1135115,type3
395725,1153933,type4
397488,1120643,type3
397488,1134865,type4
397590,1120650,type4
399339,1120731,type4
399370,60159,type3
400356,66990,type4
400356,1120777,type4
400455,368657,type3
400473,131117,type4
408885,1154173,type3
409255,1153097,type4
415693,254923,type4
416867,1121537,type2
416964,127940,type4
421481,375825,type2
423816,1134865,type3
423816,48781,type4
424540,48555,type4
427606,1131634,type2
427606,1138968,type2
427606,62329,type3
427606,1050679,type4
430329,127940,type4
430574,1105622,type4
430711,1132416,type1
430711,671052,type2
431206,662572,type4
440815,645571,type3
444191,1154068,type2
444191,6910,type4
445938,315266,type3
446610,300071,type4
447224,164885,type3
449841,1123093,type4
458439,1123493,type3
459206,1123530,type3
459213,1123530,type4
459214,1123530,type4
459216,1123530,type3
459216,593210,type4
466170,66794,type4
467383,1128977,type1
467383,116553,type3
486840,1128975,type2
486840,595063,type2
503877,1153577,type3
503877,1154076,type3
503877,1131374,type4
503883,1131374,type1
503883,647413,type1
503883,646913,type1
503883,646836,type2
503883,646809,type3
503883,1154076,type4
503883,1153577,type4
503883,647447,type4
503883,577331,type4
503893,33904,type2
503893,1153577,type3
503893,646837,type4
509379,1125393,type4
513189,787016,type1
513189,573964,type3
513189,1125597,type4
513189,576691,type4
519318,1125906,type4
519353,1125909,type2
520471,1125953,type4
521183,1125992,type2
521183,521207,type3
521183,521251,type3
521207,521269,type1
521251,1125992,type3
521252,1125992,type4
521269,1125993,type3
521855,519353,type4
522338,683360,type4
522338,1132864,type4
523010,1126044,type4
523010,1140543,type4
523394,714975,type3
523574,1154229,type3
523574,653441,type4
523574,714289,type4
523574,523394,type4
529165,1126315,type3
531348,531351,type4
531351,531348,type3
545647,582511,type3
559804,714289,type2
559804,653441,type4
560936,91581,type3
560936,562123,type3
561364,642827,type3
561568,153063,type3
561581,646440,type1
561581,561582,type4
561582,561581,type4
561593,1131223,type2
561595,561582,type4
561595,561581,type4
561610,561595,type3
561611,561610,type2
561611,561595,type3
561613,561568,type2
561613,153063,type2
561674,562067,type1
561674,561581,type2
561674,1127541,type3
561789,1127551,type1
561789,561674,type2
561789,562067,type4
561809,1127558,type1
561809,562067,type3
561809,1131300,type4
562067,1127566,type4
562123,560936,type4
562940,1127619,type1
562940,61417,type3
563613,31927,type3
563613,1129572,type4
566653,3085,type3
566653,566664,type4
566664,3085,type2
567005,1127810,type4
567018,1127812,type4
568857,1153816,type4
568857,1129629,type4
573535,693143,type4
573553,1135750,type1
573553,171954,type3
573553,1129608,type3
573553,820662,type4
573553,1138970,type4
573964,576691,type2
573964,787016,type4
573964,513189,type4
574009,594900,type4
574264,576795,type4
574264,815096,type4
575077,608191,type1
575077,66556,type3
575077,117316,type3
575077,608190,type3
575077,94641,type4
575077,593544,type4
575077,594649,type4
575077,579008,type4
575292,1131734,type2
575292,1138968,type4
575402,1129778,type2
575795,595063,type3
575795,1128975,type3
576257,594649,type3
576257,1153943,type3
576362,568857,type2
576362,1129629,type3
576362,286500,type4
576691,1128198,type3
576725,576795,type1
576795,1128201,type4
576973,58758,type4
576973,1128208,type4
577227,1131752,type3
577331,1128227,type1
578306,578347,type1
578309,578347,type2
578337,99023,type1
578337,696345,type2
578337,696346,type2
578337,1132486,type3
578337,236759,type4
578347,578309,type3
578365,578309,type4
578365,578306,type4
578646,1153900,type1
578646,578645,type2
578646,1153899,type3
578646,1128319,type4
578646,578649,type4
578646,1128291,type4
578650,1128291,type2
578650,578649,type4
578650,1153853,type4
578669,1128978,type2
578669,1128943,type4
578845,593559,type2
578845,593560,type3
578845,593240,type3
578845,578645,type4
578898,578646,type4
579008,1128978,type1
579008,594387,type3
579008,248425,type4
579008,593921,type4
579008,1128943,type4
579108,1128314,type4
582139,1128425,type3
582139,1130680,type3
582343,1128437,type3
582349,1128437,type3
582511,545647,type3
589923,590022,type3
591016,591017,type3
591016,1128856,type3
591017,1128856,type4
592826,1128935,type3
592830,1128935,type4
592973,592986,type2
592973,592975,type2
592975,592986,type4
592986,592975,type1
592993,1128943,type2
592993,1128978,type3
592993,593105,type4
592996,1128978,type2
592996,1128943,type3
593022,1128946,type4
593060,1128977,type4
593091,593248,type4
593104,593942,type4
593104,1129015,type4
593104,593921,type4
593155,593240,type4
593201,594649,type2
593209,593210,type4
593240,1136791,type1
593240,593210,type3
593328,87363,type2
593329,87363,type4
593544,1128982,type4
593559,593560,type1
593560,593559,type2
593942,1153896,type1
593942,1129015,type2
594011,593942,type3
594011,1153896,type4
594039,1129015,type2
594047,650834,type1
594047,1129629,type2
594119,1129021,type4
594483,1129040,type2
594511,1153899,type4
594511,1153900,type4
601462,1129369,type2
601462,1129367,type3
601462,1129368,type4
604073,1129494,type4
606479,1129610,type2
608190,70970,type2
608190,608191,type2
608191,70970,type4
608326,1131611,type3
608326,1129683,type3
610529,1153946,type3
612306,193347,type3
612306,1131719,type4
613409,1129907,type4
616336,689439,type1
617378,1130069,type2
617575,1130080,type3
621555,1130243,type4
626530,626574,type2
626530,1130454,type2
626530,626531,type2
626530,1154012,type4
626531,1130454,type3
626531,626574,type3
626574,1154012,type4
626999,139547,type1
626999,911198,type2
627024,911198,type2
628458,628459,type4
628500,1130600,type2
628500,188471,type4
628667,628668,type4
628751,950986,type2
628751,628764,type3
628815,1130567,type3
628888,628764,type1
630817,1130676,type4
630890,1130678,type2
631015,631052,type2
631015,396412,type4
632796,884094,type4
632874,40583,type1
633030,633031,type1
633031,633030,type4
633081,632796,type2
633081,1130780,type2
633081,632874,type3
633081,31489,type4
633081,40605,type4
633585,40605,type1
633585,633721,type2
633585,884094,type4
633721,1130915,type4
634902,634975,type3
634904,634975,type1
634938,1130847,type2
640617,259702,type4
641956,1131149,type1
641956,1131150,type3
641976,672070,type1
641976,1131150,type3
641976,672071,type4
642593,1131163,type1
642621,16819,type2
642621,1131258,type3
642621,1131164,type4
642641,645084,type3
642681,644093,type2
642681,1131167,type3
642681,646286,type3
642681,1131236,type3
642681,644334,type3
642681,644441,type4
642798,1131172,type4
642798,644470,type4
642847,642681,type4
642894,645870,type1
642894,1131312,type1
642894,1131180,type3
642894,642798,type3
642894,646286,type3
642894,1131301,type3
642894,646357,type4
642894,646334,type4
642894,1131335,type4
642894,1131236,type4
642894,643485,type4
642894,643239,type4
642894,645046,type4
642920,642930,type2
642920,1131184,type4
642930,1131184,type3
643003,1131189,type4
643069,1131192,type4
643199,1131198,type2
643221,644093,type1
643221,643485,type1
643221,126927,type2
643221,643239,type2
643221,1131305,type2
643221,646286,type2
643221,645897,type3
643221,16819,type3
643221,642894,type3
643221,644577,type3
643221,1131335,type4
643221,1131334,type4
643221,1131236,type4
643221,644448,type4
643221,1131312,type4
643221,1131257,type4
643239,126927,type1
643239,644093,type3
643239,643221,type4
643239,1131334,type4
643239,16819,type4
643239,1131312,type4
643485,643221,type3
643695,1154068,type4
643695,643597,type4
643734,643777,type4
643735,643734,type4
644093,1131236,type4
644361,645016,type1
644363,645016,type3
644427,1131257,type2
644427,644577,type4
644441,644334,type2
644441,1131258,type4
644448,644470,type1
644448,1131258,type2
644448,1131314,type2
644448,644494,type4
644494,644470,type3
644494,1131314,type4
644577,645897,type2
644577,643485,type4
644577,1131305,type4
644577,1131334,type4
644577,1131301,type4
644843,645016,type2
644843,1131274,type3
645016,1154071,type4
645046,646357,type2
645046,1131301,type4
645046,646334,type4
645084,1131277,type1
645088,1131277,type1
645088,645084,type4
645452,645016,type2
645571,645897,type2
645870,644494,type3
645870,1131301,type3
645897,126927,type2
646286,6913,type4
646289,6913,type3
646334,646357,type4
646357,646334,type4
646412,1131330,type3
646809,1131374,type3
646809,1154076,type4
646809,646913,type4
646900,1131359,type2
646900,646913,type2
646900,1131360,type4
646900,1132731,type4
646913,1131359,type4
646913,647413,type4
647315,1154076,type3
647447,577331,type2
648106,1131421,type2
648106,648112,type4
648112,1131420,type3
648112,648106,type4
648112,648121,type4
648112,1131421,type4
648121,1131420,type4
648121,648106,type4
648232,567005,type3
648369,1131414,type4
649730,1131464,type3
649731,123825,type3
649731,1131464,type4
649739,1131464,type4
650807,1131565,type3
650807,1131549,type4
650814,1131550,type1
653441,1134346,type1
653441,189774,type4
653628,1133930,type2
654177,1131728,type4
654326,654339,type2
654326,1131741,type4
654339,654326,type4
654339,1131741,type4
654519,1131754,type3
656048,1131828,type2
656231,103531,type4
662250,1132073,type4
662416,1123188,type3
662572,431206,type4
671052,1132406,type4
671269,1132443,type3
671269,1132418,type3
671269,1154123,type4
671269,1154124,type4
671269,1132461,type4
671293,1132443,type4
672064,6130,type3
672070,1154124,type1
672070,6130,type2
672070,1132443,type3
672070,1154123,type3
672070,672071,type4
672071,6130,type1
672071,1132443,type3
672071,1132461,type3
672071,672070,type4
675649,1132505,type4
675756,675649,type2
675756,1132505,type3
675847,1132505,type1
682508,1132857,type1
683294,682508,type4
683294,1132857,type4
683355,683404,type2
683360,683404,type4
683404,683355,type4
684531,684372,type2
684972,395547,type3
684986,684972,type2
684986,395553,type4
687401,273949,type4
688824,1133008,type4
688849,1133010,type4
689152,289085,type4
693143,695284,type2
693143,573535,type3
696343,1133428,type2
696345,2658,type4
696345,696342,type4
696345,236759,type4
696345,696346,type4
709113,1134031,type4
709518,1134056,type1
711994,1134197,type2
714208,189774,type2
714256,1154232,type1
714256,189572,type2
714256,714260,type2
714256,1154233,type3
714256,714748,type4
714260,559804,type3
714260,714879,type3
714289,714208,type2
714289,559804,type3
714289,189571,type4
714289,1154230,type4
714289,1154232,type4
733167,1154276,type4
733534,948147,type1
733534,1135122,type3
733576,1135082,type3
734406,1135115,type3
735303,735311,type3
738941,162080,type2
738941,1135455,type4
739280,746058,type4
739280,367312,type4
739707,950305,type4
739816,1135894,type1
739816,1140543,type2
739816,1140548,type4
746058,367312,type4
751408,1135899,type4
752684,1135955,type1
753047,1136631,type1
753047,753070,type1
753047,753264,type3
753047,1136634,type3
753047,753265,type3
753047,767763,type4
753070,753047,type3
753070,767763,type3
753070,753264,type4
753264,753047,type3
753264,767763,type4
753265,753047,type3
754594,1136040,type4
755082,1136393,type2
756061,1136446,type4
756061,1136447,type4
756061,1136110,type4
762980,1136447,type4
762980,1136446,type4
763009,1136446,type2
763009,1136447,type4
763009,1136449,type4
763010,1136449,type2
763010,762980,type2
763010,1136447,type4
763010,1136446,type4
767763,1136631,type2
779960,1137140,type2
787016,573978,type3
814836,1138619,type3
815073,205196,type3
815096,205196,type4
817774,820661,type4
824245,1139009,type3
851968,1140231,type4
853114,19621,type3
853114,853116,type4
853114,853155,type4
853115,853155,type1
853115,853114,type2
853115,19621,type3
853115,853116,type3
853116,19621,type2
853116,853155,type2
853118,1140289,type2
853155,853118,type4
954315,1155073,type4
